,Driver,TeamName_x,GridPosition,Finish_Position,Status,delta_to_pole,Qual_Position,Year,Location,fp2_median_pace,fp2_team_dif,fp2_deg_rate
917,ZHO,Kick Sauber,20.0,18.0,Lapped,,20.0,2024,Jeddah,95.3335,-1.1174999999999926,0.8592300000000025
918,STR,Aston Martin,10.0,19.0,Retired,1.1000000000000085,10.0,2024,Jeddah,95.2345,0.26500000000000057,0.5418000000000085
919,GAS,Alpine,18.0,20.0,Retired,2.007000000000005,18.0,2024,Jeddah,95.312,-0.3269999999999982,0.830991925465839
920,SAI,Ferrari,2.0,1.0,Finished,0.269999999999996,2.0,2024,Melbourne,83.3305,0.32450000000000045,1.0295412492269602
921,LEC,Ferrari,4.0,2.0,Finished,0.519999999999996,5.0,2024,Melbourne,83.006,-0.32450000000000045,0.5116485714285709
922,NOR,McLaren,3.0,3.0,Finished,0.3999999999999915,4.0,2024,Melbourne,83.265,0.5210000000000008,3.231283333333336
923,PIA,McLaren,5.0,4.0,Finished,0.6569999999999965,6.0,2024,Melbourne,82.744,-0.5210000000000008,0.13795104895104962
924,PER,Red Bull Racing,6.0,5.0,Finished,0.35899999999999466,3.0,2024,Melbourne,83.1845,-0.3185000000000002,-0.734412210338678
925,STR,Aston Martin,9.0,6.0,Finished,1.1569999999999965,9.0,2024,Melbourne,83.1715,-1.0504999999999995,0.057312500000006095
926,TSU,RB,8.0,7.0,Finished,0.8729999999999905,8.0,2024,Melbourne,84.0,-0.41200000000000614,1.325647240259749
927,ALO,Aston Martin,10.0,8.0,Finished,1.6370000000000005,10.0,2024,Melbourne,84.222,1.0504999999999995,-0.09565714285714491
928,HUL,Haas F1 Team,16.0,9.0,Finished,2.060999999999993,16.0,2024,Melbourne,84.324,-0.42900000000000205,-0.8023939393939349
929,MAG,Haas F1 Team,14.0,10.0,Lapped,1.5120000000000005,14.0,2024,Melbourne,84.753,0.42900000000000205,0.27358184615384973
930,ALB,Williams,12.0,11.0,Lapped,1.2519999999999953,12.0,2024,Melbourne,,,
931,RIC,RB,18.0,12.0,Lapped,2.1699999999999875,18.0,2024,Melbourne,84.412,0.41200000000000614,-0.6133978835978806
932,GAS,Alpine,17.0,13.0,Lapped,2.066999999999993,17.0,2024,Melbourne,83.985,-0.30299999999999727,0.42636380016380265
933,BOT,Kick Sauber,13.0,14.0,Lapped,1.4249999999999972,13.0,2024,Melbourne,84.393,0.01650000000000773,0.6482967032967034
934,ZHO,Kick Sauber,19.0,15.0,Lapped,2.272999999999996,19.0,2024,Melbourne,84.3765,-0.01650000000000773,1.289166071428572
935,OCO,Alpine,15.0,16.0,Lapped,1.7819999999999965,15.0,2024,Melbourne,84.288,0.30299999999999727,-0.027419999999998314
936,RUS,Mercedes,7.0,17.0,Retired,0.8089999999999975,7.0,2024,Melbourne,84.173,-6.920000000000002,3.2927649859944057
937,HAM,Mercedes,11.0,18.0,Retired,1.0449999999999875,11.0,2024,Melbourne,91.093,6.920000000000002,-4.271566233766219
938,VER,Red Bull Racing,1.0,19.0,Retired,0.0,1.0,2024,Melbourne,83.503,0.3185000000000002,4.826499999999999
939,VER,Red Bull Racing,1.0,1.0,Finished,0.0,1.0,2024,Suzuka,,,
940,PER,Red Bull Racing,2.0,2.0,Finished,0.0660000000000025,2.0,2024,Suzuka,,,
941,SAI,Ferrari,4.0,3.0,Finished,0.48499999999999943,4.0,2024,Suzuka,112.579,-2.9920000000000044,
942,LEC,Ferrari,8.0,4.0,Finished,0.5889999999999986,8.0,2024,Suzuka,115.571,2.9920000000000044,
943,NOR,McLaren,3.0,5.0,Finished,0.2920000000000016,3.0,2024,Suzuka,104.977,6.993500000000012,
944,ALO,Aston Martin,5.0,6.0,Finished,0.4890000000000043,5.0,2024,Suzuka,,,
945,RUS,Mercedes,9.0,7.0,Finished,0.8109999999999928,9.0,2024,Suzuka,,,
946,PIA,McLaren,6.0,8.0,Finished,0.5630000000000024,6.0,2024,Suzuka,97.98349999999999,-6.993500000000012,3.9673999999999903
947,HAM,Mercedes,7.0,9.0,Finished,0.5690000000000026,7.0,2024,Suzuka,109.751,,
948,TSU,RB,10.0,10.0,Lapped,1.215999999999994,10.0,2024,Suzuka,116.1925,2.823999999999998,
949,HUL,Haas F1 Team,12.0,11.0,Lapped,1.296999999999997,12.0,2024,Suzuka,115.179,,
950,STR,Aston Martin,16.0,12.0,Lapped,1.8269999999999982,16.0,2024,Suzuka,,,
951,MAG,Haas F1 Team,18.0,13.0,Lapped,1.9339999999999975,18.0,2024,Suzuka,,,
952,BOT,Kick Sauber,13.0,14.0,Lapped,1.3960000000000008,13.0,2024,Suzuka,116.059,-7.257999999999996,
953,OCO,Alpine,15.0,15.0,Lapped,1.6189999999999998,15.0,2024,Suzuka,119.113,,
954,GAS,Alpine,17.0,16.0,Lapped,1.921999999999997,17.0,2024,Suzuka,,,
955,SAR,Williams,19.0,17.0,Lapped,1.941999999999993,19.0,2024,Suzuka,,,
956,ZHO,Kick Sauber,20.0,18.0,Retired,1.945999999999998,20.0,2024,Suzuka,123.317,7.257999999999996,
957,RIC,RB,11.0,19.0,Retired,1.2749999999999915,11.0,2024,Suzuka,113.3685,-2.823999999999998,
958,ALB,Williams,14.0,20.0,Retired,1.516999999999996,14.0,2024,Suzuka,123.821,,
959,VER,Red Bull Racing,1.0,1.0,Finished,0.0,1.0,2024,Shanghai,,,
960,NOR,McLaren,4.0,2.0,Finished,0.5050000000000097,4.0,2024,Shanghai,,,
961,PER,Red Bull Racing,2.0,3.0,Finished,0.32200000000000273,2.0,2024,Shanghai,,,
962,LEC,Ferrari,6.0,4.0,Finished,0.6290000000000049,6.0,2024,Shanghai,,,
963,SAI,Ferrari,7.0,5.0,Finished,0.6370000000000005,7.0,2024,Shanghai,,,
964,RUS,Mercedes,8.0,6.0,Finished,0.7730000000000103,8.0,2024,Shanghai,,,
965,ALO,Aston Martin,3.0,7.0,Finished,0.48799999999999955,3.0,2024,Shanghai,,,
966,PIA,McLaren,5.0,8.0,Finished,0.6129999999999995,5.0,2024,Shanghai,,,
967,HAM,Mercedes,18.0,9.0,Finished,1.9129999999999967,18.0,2024,Shanghai,,,
968,HUL,Haas F1 Team,9.0,10.0,Finished,0.9440000000000026,9.0,2024,Shanghai,,,
969,OCO,Alpine,13.0,11.0,Finished,1.5630000000000024,13.0,2024,Shanghai,,,
970,ALB,Williams,14.0,12.0,Finished,1.581000000000003,14.0,2024,Shanghai,,,
971,GAS,Alpine,15.0,13.0,Finished,1.8029999999999973,15.0,2024,Shanghai,,,
972,ZHO,Kick Sauber,16.0,14.0,Finished,1.8449999999999989,16.0,2024,Shanghai,,,
973,STR,Aston Martin,11.0,15.0,Finished,1.1779999999999973,11.0,2024,Shanghai,,,
974,MAG,Haas F1 Team,17.0,16.0,Finished,1.8560000000000088,17.0,2024,Shanghai,,,
975,SAR,Williams,20.0,17.0,Finished,2.6980000000000075,20.0,2024,Shanghai,,,
976,RIC,RB,12.0,18.0,Retired,1.274000000000001,12.0,2024,Shanghai,,,
977,TSU,RB,19.0,19.0,Retired,2.0859999999999985,19.0,2024,Shanghai,,,
978,BOT,Kick Sauber,10.0,20.0,Retired,1.0050000000000097,10.0,2024,Shanghai,,,
979,NOR,McLaren,5.0,1.0,Finished,0.35299999999999443,5.0,2024,Miami,,,
980,VER,Red Bull Racing,1.0,2.0,Finished,0.0,1.0,2024,Miami,,,
981,LEC,Ferrari,2.0,3.0,Finished,0.14100000000000534,2.0,2024,Miami,,,
982,PER,Red Bull Racing,4.0,4.0,Finished,0.2189999999999941,4.0,2024,Miami,,,
983,SAI,Ferrari,3.0,5.0,Finished,0.21399999999999864,3.0,2024,Miami,,,
984,HAM,Mercedes,8.0,6.0,Finished,0.8659999999999997,8.0,2024,Miami,,,
985,TSU,RB,10.0,7.0,Finished,0.9509999999999934,10.0,2024,Miami,,,
986,RUS,Mercedes,7.0,8.0,Finished,0.8259999999999934,7.0,2024,Miami,,,
987,ALO,Aston Martin,15.0,9.0,Finished,1.186000000000007,15.0,2024,Miami,,,
988,OCO,Alpine,13.0,10.0,Finished,1.1299999999999955,13.0,2024,Miami,,,
989,HUL,Haas F1 Team,9.0,11.0,Finished,0.9050000000000011,9.0,2024,Miami,,,
990,GAS,Alpine,12.0,12.0,Finished,1.0829999999999984,12.0,2024,Miami,,,
991,PIA,McLaren,6.0,13.0,Finished,0.4339999999999975,6.0,2024,Miami,,,
992,ZHO,Kick Sauber,19.0,14.0,Finished,1.5829999999999984,20.0,2024,Miami,,,
993,RIC,RB,20.0,15.0,Finished,1.3760000000000048,18.0,2024,Miami,,,
994,BOT,Kick Sauber,16.0,16.0,Finished,1.2219999999999942,16.0,2024,Miami,,,
995,STR,Aston Martin,11.0,17.0,Finished,0.9809999999999945,11.0,2024,Miami,,,
996,ALB,Williams,14.0,18.0,Finished,1.171999999999997,14.0,2024,Miami,,,
997,MAG,Haas F1 Team,18.0,19.0,Finished,1.3780000000000001,19.0,2024,Miami,,,
998,SAR,Williams,17.0,20.0,Retired,1.2459999999999951,17.0,2024,Miami,,,
999,VER,Red Bull Racing,1.0,1.0,Finished,0.0,1.0,2024,Imola,81.634,0.33499999999999375,2.4448038461538486
1000,NOR,McLaren,2.0,2.0,Finished,0.09100000000000819,3.0,2024,Imola,80.826,0.10349999999999682,1.707739285714288
1001,LEC,Ferrari,3.0,3.0,Finished,0.22400000000000375,4.0,2024,Imola,80.869,-0.32399999999999807,1.139023809523814
1002,PIA,McLaren,5.0,4.0,Finished,0.07399999999999807,2.0,2024,Imola,80.7225,-0.10349999999999682,0.03285454545454475
1003,SAI,Ferrari,4.0,5.0,Finished,0.487000000000009,5.0,2024,Imola,81.193,0.32399999999999807,1.9754440559440554
1004,HAM,Mercedes,8.0,6.0,Finished,0.7580000000000098,8.0,2024,Imola,80.921,-0.38299999999999557,-0.6495661375661381
1005,RUS,Mercedes,6.0,7.0,Finished,0.48799999999999955,6.0,2024,Imola,81.304,0.38299999999999557,1.621034718614724
1006,PER,Red Bull Racing,11.0,8.0,Finished,0.960000000000008,11.0,2024,Imola,81.299,-0.33499999999999375,4.628400000000003
1007,STR,Aston Martin,13.0,9.0,Finished,1.2460000000000093,13.0,2024,Imola,81.476,-0.07600000000000762,2.9017399999999993
1008,TSU,RB,7.0,10.0,Lapped,0.7190000000000083,7.0,2024,Imola,82.1565,0.403499999999994,0.045214148351651974
1009,HUL,Haas F1 Team,10.0,11.0,Lapped,1.2340000000000089,10.0,2024,Imola,82.0825,-0.0940000000000083,-0.6336961538461515
1010,MAG,Haas F1 Team,18.0,12.0,Lapped,2.108000000000004,18.0,2024,Imola,82.1765,0.0940000000000083,1.0038400375939875
1011,RIC,RB,9.0,13.0,Lapped,0.9280000000000115,9.0,2024,Imola,81.753,-0.403499999999994,0.2638141304347843
1012,OCO,Alpine,12.0,14.0,Lapped,1.1600000000000108,12.0,2024,Imola,82.432,0.36300000000001376,2.090407428571431
1013,ZHO,Kick Sauber,17.0,15.0,Lapped,2.088000000000008,17.0,2024,Imola,82.15549999999999,0.013499999999993406,0.6676475000000023
1014,GAS,Alpine,15.0,16.0,Lapped,1.6350000000000051,15.0,2024,Imola,82.06899999999999,-0.36300000000001376,0.8532504535147403
1015,SAR,Williams,19.0,17.0,Lapped,,20.0,2024,Imola,82.20150000000001,0.10050000000001091,1.4556328671328644
1016,BOT,Kick Sauber,16.0,18.0,Lapped,1.8800000000000097,16.0,2024,Imola,82.142,-0.013499999999993406,0.2564428571428664
1017,ALO,Aston Martin,20.0,19.0,Lapped,2.1710000000000065,19.0,2024,Imola,81.552,0.07600000000000762,2.6279490683229803
1018,ALB,Williams,14.0,20.0,Retired,1.4540000000000077,14.0,2024,Imola,82.101,-0.10050000000001091,2.4715074675324673
1019,LEC,Ferrari,1.0,1.0,Finished,0.0,1.0,2024,Monaco,77.246,-2.564000000000007,1.7201056442806433
1020,PIA,McLaren,2.0,2.0,Finished,0.15400000000001057,2.0,2024,Monaco,76.045,-0.39699999999999136,0.08222030254777242
1021,SAI,Ferrari,3.0,3.0,Finished,0.24800000000000466,3.0,2024,Monaco,79.81,2.564000000000007,2.674353780284044
1022,NOR,McLaren,4.0,4.0,Finished,0.27200000000000557,4.0,2024,Monaco,76.442,0.39699999999999136,1.8394077403207858
1023,RUS,Mercedes,5.0,5.0,Finished,0.27300000000001035,5.0,2024,Monaco,81.293,3.207000000000008,0.37260601503759466
1024,VER,Red Bull Racing,6.0,6.0,Finished,0.29699999999999704,6.0,2024,Monaco,76.2125,0.04250000000000398,2.3333970588235258
1025,HAM,Mercedes,7.0,7.0,Finished,0.3509999999999991,7.0,2024,Monaco,78.086,-3.207000000000008,0.34862720685112575
1026,TSU,RB,8.0,8.0,Lapped,0.5880000000000081,8.0,2024,Monaco,76.602,-0.8499999999999943,1.5421248298455184
1027,ALB,Williams,9.0,9.0,Lapped,0.6779999999999973,9.0,2024,Monaco,76.5675,0.1769999999999925,1.6255027208380592
1028,GAS,Alpine,10.0,10.0,Lapped,1.041000000000011,10.0,2024,Monaco,79.01150000000001,3.2165000000000106,1.946031709457974
1029,ALO,Aston Martin,14.0,11.0,Lapped,1.7490000000000094,14.0,2024,Monaco,77.198,-16.560000000000002,2.3406050505050495
1030,RIC,RB,12.0,12.0,Lapped,1.2120000000000033,12.0,2024,Monaco,77.452,0.8499999999999943,1.4213280804315271
1031,BOT,Kick Sauber,17.0,13.0,Lapped,2.2420000000000044,17.0,2024,Monaco,76.9925,0.04250000000000398,3.4274085274327106
1032,STR,Aston Martin,13.0,14.0,Lapped,1.2930000000000064,13.0,2024,Monaco,93.758,16.560000000000002,1.29644646593815
1033,SAR,Williams,15.0,15.0,Lapped,1.75,15.0,2024,Monaco,76.3905,-0.1769999999999925,-0.05429969969969909
1034,ZHO,Kick Sauber,18.0,16.0,Lapped,2.7580000000000098,18.0,2024,Monaco,76.95,-0.04250000000000398,2.4667924812030173
1035,OCO,Alpine,11.0,17.0,Retired,1.0150000000000006,11.0,2024,Monaco,75.795,-3.2165000000000106,1.2180105345176864
1036,PER,Red Bull Racing,16.0,18.0,Retired,1.7900000000000063,16.0,2024,Monaco,76.17,-0.04250000000000398,1.2520385487528383
1037,HUL,Haas F1 Team,19.0,19.0,Retired,1.1700000000000017,14.0,2024,Monaco,76.973,0.730000000000004,-0.17604585242037188
1038,MAG,Haas F1 Team,20.0,20.0,Retired,1.4549999999999983,15.0,2024,Monaco,76.243,-0.730000000000004,2.0617606516290756
1039,VER,Red Bull Racing,2.0,1.0,Finished,0.0,2.0,2024,Montréal,79.311,-8.315999999999988,
1040,NOR,McLaren,3.0,2.0,Finished,0.021000000000000796,3.0,2024,Montréal,89.7295,3.326999999999998,3.2068677536231895
1041,RUS,Mercedes,1.0,3.0,Finished,0.0,1.0,2024,Montréal,85.6055,0.3415000000000106,2.12585714285715
1042,HAM,Mercedes,7.0,4.0,Finished,0.28000000000000114,7.0,2024,Montréal,85.264,-0.3415000000000106,0.780266666666667
1043,PIA,McLaren,4.0,5.0,Finished,0.10299999999999443,4.0,2024,Montréal,86.4025,-3.326999999999998,3.879132832080205
1044,ALO,Aston Martin,6.0,6.0,Finished,0.22799999999999443,6.0,2024,Montréal,86.716,0.12599999999999056,0.8566428571428574
1045,STR,Aston Martin,9.0,7.0,Finished,0.7009999999999934,9.0,2024,Montréal,86.59,-0.12599999999999056,3.410616161616161
1046,RIC,RB,5.0,8.0,Finished,0.17799999999999727,5.0,2024,Montréal,85.699,-1.245500000000007,0.1980879120879132
1047,GAS,Alpine,15.0,9.0,Finished,0.9399999999999977,15.0,2024,Montréal,88.095,0.6340000000000003,-1.6820642320085921
1048,OCO,Alpine,18.0,10.0,Finished,1.4350000000000023,18.0,2024,Montréal,87.461,-0.6340000000000003,1.007381719523125
1049,HUL,Haas F1 Team,17.0,11.0,Finished,1.9779999999999944,19.0,2024,Montréal,89.4555,6.05449999999999,3.7625624999999996
1050,MAG,Haas F1 Team,14.0,12.0,Finished,0.9159999999999968,14.0,2024,Montréal,83.40100000000001,-6.05449999999999,-0.48708333333333287
1051,BOT,Kick Sauber,19.0,13.0,Finished,1.3659999999999997,17.0,2024,Montréal,87.798,-1.698999999999998,2.856108986752595
1052,TSU,RB,8.0,14.0,Finished,0.4140000000000015,8.0,2024,Montréal,86.9445,1.245500000000007,3.1992287449392722
1053,ZHO,Kick Sauber,20.0,15.0,Lapped,2.2920000000000016,20.0,2024,Montréal,89.497,1.698999999999998,5.565915275707895
1054,SAI,Ferrari,12.0,16.0,Retired,0.7279999999999944,12.0,2024,Montréal,88.167,1.4450000000000074,2.7163720881150253
1055,ALB,Williams,10.0,17.0,Retired,0.7960000000000065,10.0,2024,Montréal,87.317,2.3419999999999987,-0.3215499999999987
1056,PER,Red Bull Racing,16.0,18.0,Retired,1.3259999999999934,16.0,2024,Montréal,87.627,8.315999999999988,5.296900968703431
1057,LEC,Ferrari,11.0,19.0,Retired,0.6910000000000025,11.0,2024,Montréal,86.722,-1.4450000000000074,-0.4897340754483585
1058,SAR,Williams,13.0,20.0,Retired,0.7360000000000042,13.0,2024,Montréal,84.975,-2.3419999999999987,0.25110129870129816
1059,VER,Red Bull Racing,2.0,1.0,Finished,0.020000000000010232,2.0,2024,Barcelona,79.614,-1.316999999999993,2.885019264069264
1060,NOR,McLaren,1.0,2.0,Finished,0.0,1.0,2024,Barcelona,80.16,0.31399999999999295,0.904521428571429
1061,HAM,Mercedes,3.0,3.0,Finished,0.31799999999999784,3.0,2024,Barcelona,80.0865,-0.09700000000000841,2.1609300699300675
1062,RUS,Mercedes,4.0,4.0,Finished,0.3200000000000074,4.0,2024,Barcelona,80.18350000000001,0.09700000000000841,3.5682470588235358
1063,LEC,Ferrari,5.0,5.0,Finished,0.347999999999999,5.0,2024,Barcelona,79.9905,-0.1705000000000041,4.424250000000002
1064,SAI,Ferrari,6.0,6.0,Finished,0.35300000000000864,6.0,2024,Barcelona,80.161,0.1705000000000041,2.1062303578774153
1065,PIA,McLaren,9.0,7.0,Finished,0.6280000000000001,10.0,2024,Barcelona,79.846,-0.31399999999999295,3.3987400000000036
1066,PER,Red Bull Racing,11.0,8.0,Finished,0.6780000000000115,8.0,2024,Barcelona,80.931,1.316999999999993,2.989884848484848
1067,GAS,Alpine,7.0,9.0,Finished,0.47400000000000375,7.0,2024,Barcelona,81.122,-0.7560000000000002,0.4197703703703688
1068,OCO,Alpine,8.0,10.0,Finished,0.7420000000000044,9.0,2024,Barcelona,81.878,0.7560000000000002,0.5514672202797269
1069,HUL,Haas F1 Team,13.0,11.0,Finished,0.9270000000000067,13.0,2024,Barcelona,81.442,0.10099999999998488,2.1065730769230746
1070,ALO,Aston Martin,10.0,12.0,Lapped,0.7450000000000045,11.0,2024,Barcelona,81.769,0.8240000000000123,0.5190202551834174
1071,ZHO,Kick Sauber,15.0,13.0,Lapped,1.355000000000004,15.0,2024,Barcelona,77.162,-4.134999999999991,0.1866785714285732
1072,STR,Aston Martin,14.0,14.0,Lapped,0.9890000000000043,14.0,2024,Barcelona,80.945,-0.8240000000000123,1.31616666666667
1073,RIC,RB,18.0,15.0,Lapped,1.6920000000000073,18.0,2024,Barcelona,81.5585,-0.45050000000000523,1.677449579831929
1074,BOT,Kick Sauber,12.0,16.0,Lapped,0.8440000000000083,12.0,2024,Barcelona,81.297,4.134999999999991,2.487457085020244
1075,MAG,Haas F1 Team,16.0,17.0,Lapped,1.554000000000002,16.0,2024,Barcelona,81.34100000000001,-0.10099999999998488,1.9661918367346916
1076,ALB,Williams,20.0,18.0,Lapped,1.7700000000000102,19.0,2024,Barcelona,81.7815,0.3674999999999926,1.2355864468864473
1077,TSU,RB,17.0,19.0,Lapped,1.6020000000000039,17.0,2024,Barcelona,82.009,0.45050000000000523,0.06846354166666706
1078,SAR,Williams,19.0,20.0,Lapped,2.1260000000000048,20.0,2024,Barcelona,81.414,-0.3674999999999926,-0.3452988795518164
1079,RUS,Mercedes,3.0,1.0,Finished,0.5260000000000105,3.0,2024,Spielberg,,,
1080,PIA,McLaren,7.0,2.0,Finished,0.7340000000000089,7.0,2024,Spielberg,,,
1081,SAI,Ferrari,4.0,3.0,Finished,0.5370000000000061,4.0,2024,Spielberg,,,
1082,HAM,Mercedes,5.0,4.0,Finished,0.5890000000000128,5.0,2024,Spielberg,,,
1083,VER,Red Bull Racing,1.0,5.0,Finished,0.0,1.0,2024,Spielberg,,,
1084,HUL,Haas F1 Team,9.0,6.0,Finished,1.0710000000000122,9.0,2024,Spielberg,,,
1085,PER,Red Bull Racing,8.0,7.0,Finished,0.8880000000000052,8.0,2024,Spielberg,,,
1086,MAG,Haas F1 Team,12.0,8.0,Finished,1.0330000000000013,12.0,2024,Spielberg,,,
1087,RIC,RB,11.0,9.0,Finished,0.9750000000000085,11.0,2024,Spielberg,,,
1088,GAS,Alpine,13.0,10.0,Finished,1.0450000000000017,13.0,2024,Spielberg,,,
1089,LEC,Ferrari,6.0,11.0,Finished,0.730000000000004,6.0,2024,Spielberg,,,
1090,OCO,Alpine,10.0,12.0,Finished,1.5690000000000026,10.0,2024,Spielberg,,,
1091,STR,Aston Martin,17.0,13.0,Lapped,1.5050000000000097,17.0,2024,Spielberg,,,
1092,TSU,RB,14.0,14.0,Lapped,1.0980000000000132,14.0,2024,Spielberg,,,
1093,ALB,Williams,16.0,15.0,Lapped,1.4220000000000113,16.0,2024,Spielberg,,,
1094,BOT,Kick Sauber,18.0,16.0,Lapped,1.5330000000000013,18.0,2024,Spielberg,,,
1095,ZHO,Kick Sauber,20.0,17.0,Lapped,1.747000000000014,20.0,2024,Spielberg,,,
1096,ALO,Aston Martin,15.0,18.0,Lapped,1.3250000000000028,15.0,2024,Spielberg,,,
1097,SAR,Williams,19.0,19.0,Lapped,1.5420000000000016,19.0,2024,Spielberg,,,
1098,NOR,McLaren,2.0,20.0,Lapped,0.4040000000000106,2.0,2024,Spielberg,,,
1099,HAM,Mercedes,2.0,1.0,Finished,0.17099999999999227,2.0,2024,Silverstone,92.149,0.01099999999999568,0.280726190476192
1100,VER,Red Bull Racing,4.0,2.0,Finished,0.38400000000000034,4.0,2024,Silverstone,92.035,-0.546999999999997,0.03494545454545332
1101,NOR,McLaren,3.0,3.0,Finished,0.21099999999999852,3.0,2024,Silverstone,92.07,0.1280000000000001,-0.29884461152881986
1102,PIA,McLaren,5.0,4.0,Finished,0.41799999999999216,5.0,2024,Silverstone,91.942,-0.1280000000000001,0.3046571428571435
1103,SAI,Ferrari,7.0,5.0,Finished,0.6899999999999977,7.0,2024,Silverstone,92.76,0.18500000000000227,0.9417142857142885
1104,HUL,Haas F1 Team,6.0,6.0,Finished,0.5189999999999912,6.0,2024,Silverstone,93.86850000000001,-22.162499999999994,1.249482142857147
1105,STR,Aston Martin,8.0,7.0,Finished,0.7659999999999911,8.0,2024,Silverstone,93.0175,-0.10200000000000387,0.1809714285714268
1106,ALO,Aston Martin,10.0,8.0,Finished,1.097999999999999,10.0,2024,Silverstone,93.1195,0.10200000000000387,0.07525625000000287
1107,ALB,Williams,9.0,9.0,Finished,0.820999999999998,9.0,2024,Silverstone,92.793,-0.7150000000000034,-0.10241249999999526
1108,TSU,RB,13.0,10.0,Finished,1.4500000000000028,13.0,2024,Silverstone,93.517,0.13299999999999557,0.7292153846153874
1109,SAR,Williams,12.0,11.0,Finished,1.3559999999999945,12.0,2024,Silverstone,93.50800000000001,0.7150000000000034,1.505763888888894
1110,MAG,Haas F1 Team,17.0,12.0,Finished,7.0859999999999985,17.0,2024,Silverstone,116.031,22.162499999999994,-0.5676785714285644
1111,RIC,RB,15.0,13.0,Lapped,2.1299999999999955,15.0,2024,Silverstone,93.384,-0.13299999999999557,0.07581250000000368
1112,LEC,Ferrari,11.0,14.0,Lapped,1.2779999999999916,11.0,2024,Silverstone,92.575,-0.18500000000000227,-1.026185714285714
1113,BOT,Kick Sauber,16.0,15.0,Lapped,6.611999999999995,16.0,2024,Silverstone,91.3455,-2.441500000000005,1.224300000000021
1114,OCO,Alpine,18.0,16.0,Lapped,8.738,18.0,2024,Silverstone,93.0685,-0.20699999999999363,-0.8691619047619074
1115,PER,Red Bull Racing,20.0,17.0,Lapped,12.528999999999996,19.0,2024,Silverstone,92.582,0.546999999999997,0.12320000000000149
1116,ZHO,Kick Sauber,14.0,18.0,Lapped,2.048000000000002,14.0,2024,Silverstone,93.787,2.441500000000005,4.648457142857142
1117,RUS,Mercedes,1.0,19.0,Retired,0.0,1.0,2024,Silverstone,92.138,-0.01099999999999568,0.2007500000000011
1118,GAS,Alpine,19.0,20.0,Did not start,13.985,20.0,2024,Silverstone,93.2755,0.20699999999999363,0.6108817972350234
1119,PIA,McLaren,2.0,1.0,Finished,0.02199999999999136,2.0,2024,Budapest,84.89349999999999,0.8404999999999916,16.104599999999955
1120,NOR,McLaren,1.0,2.0,Finished,0.0,1.0,2024,Budapest,84.053,-0.8404999999999916,0.1116904761904732
1121,HAM,Mercedes,5.0,3.0,Finished,0.6269999999999953,5.0,2024,Budapest,84.734,0.13249999999999318,2.9441878787878815
1122,LEC,Ferrari,6.0,4.0,Finished,0.6779999999999973,6.0,2024,Budapest,101.256,16.566000000000003,
1123,VER,Red Bull Racing,3.0,5.0,Finished,0.04599999999999227,3.0,2024,Budapest,84.1845,0.1910000000000025,1.9025833333333333
1124,SAI,Ferrari,4.0,6.0,Finished,0.4689999999999941,4.0,2024,Budapest,84.69,-16.566000000000003,2.1972202797202782
1125,PER,Red Bull Racing,16.0,7.0,Finished,2.658999999999992,16.0,2024,Budapest,83.9935,-0.1910000000000025,5.351654761904768
1126,RUS,Mercedes,17.0,8.0,Finished,2.7409999999999997,17.0,2024,Budapest,84.6015,-0.13249999999999318,-0.18236666666666584
1127,TSU,RB,10.0,9.0,Finished,1.25,10.0,2024,Budapest,80.627,-4.018000000000001,
1128,STR,Aston Martin,8.0,10.0,Finished,1.016999999999996,8.0,2024,Budapest,85.37,0.007499999999993179,2.441996875000005
1129,ALO,Aston Martin,7.0,11.0,Finished,0.8160000000000025,7.0,2024,Budapest,85.36250000000001,-0.007499999999993179,1.2098017316017315
1130,RIC,RB,9.0,12.0,Lapped,1.2199999999999989,9.0,2024,Budapest,84.645,4.018000000000001,3.0400363636363634
1131,HUL,Haas F1 Team,11.0,13.0,Lapped,1.0899999999999892,11.0,2024,Budapest,85.3385,0.31699999999999307,4.962809523809522
1132,ALB,Williams,13.0,14.0,Lapped,1.2019999999999982,13.0,2024,Budapest,84.706,-0.48699999999999477,1.9920363636363627
1133,MAG,Haas F1 Team,15.0,15.0,Lapped,1.320999999999998,15.0,2024,Budapest,85.0215,-0.31699999999999307,0.5639666666666692
1134,BOT,Kick Sauber,12.0,16.0,Lapped,1.1569999999999965,12.0,2024,Budapest,84.672,-1.1099999999999994,3.5211818181818173
1135,SAR,Williams,14.0,17.0,Lapped,1.3160000000000025,14.0,2024,Budapest,85.193,0.48699999999999477,2.1254545454545486
1136,OCO,Alpine,19.0,18.0,Lapped,2.8220000000000027,19.0,2024,Budapest,84.947,0.4714999999999918,3.323355555555553
1137,ZHO,Kick Sauber,18.0,19.0,Lapped,2.8100000000000023,18.0,2024,Budapest,85.782,1.1099999999999994,2.408083916083916
1138,GAS,Alpine,20.0,20.0,Retired,2.938999999999993,20.0,2024,Budapest,84.47550000000001,-0.4714999999999918,1.90688636363637
1139,HAM,Mercedes,3.0,1.0,Finished,0.6759999999999877,4.0,2024,Spa-Francorchamps,109.94,-0.2950000000000017,1.1556912646675375
1140,PIA,McLaren,5.0,2.0,Finished,0.867999999999995,6.0,2024,Spa-Francorchamps,108.868,0.033999999999991815,2.15798717948718
1141,LEC,Ferrari,1.0,3.0,Finished,0.5949999999999989,2.0,2024,Spa-Francorchamps,109.803,0.28000000000000114,0.2471785714285656
