,Driver,TeamName_x,GridPosition,Finish_Position,Status,delta_to_pole,Qual_Position,Year,Location,fp2_median_pace,fp2_team_dif,fp2_deg_rate
1142,VER,Red Bull Racing,11.0,4.0,Finished,0.0,1.0,2024,Spa-Francorchamps,108.86250000000001,-1.1774999999999949,2.2177454212454255
1143,NOR,McLaren,4.0,5.0,Finished,0.8219999999999885,5.0,2024,Spa-Francorchamps,108.834,-0.033999999999991815,2.7031999999999976
1144,SAI,Ferrari,7.0,6.0,Finished,1.3179999999999978,8.0,2024,Spa-Francorchamps,109.523,-0.28000000000000114,0.20483333333333215
1145,PER,Red Bull Racing,2.0,7.0,Finished,0.6059999999999945,3.0,2024,Spa-Francorchamps,110.04,1.1774999999999949,0.225650349650348
1146,ALO,Aston Martin,8.0,8.0,Finished,1.6059999999999945,9.0,2024,Spa-Francorchamps,110.166,-0.3125,2.3618809523809494
1147,OCO,Alpine,9.0,9.0,Finished,1.6509999999999962,10.0,2024,Spa-Francorchamps,109.576,-0.5270000000000152,0.25548333333333434
1148,RIC,RB,13.0,10.0,Finished,1.5229999999999961,13.0,2024,Spa-Francorchamps,109.951,-1.667500000000004,0.4994999999999969
1149,STR,Aston Martin,15.0,11.0,Finished,2.556999999999988,15.0,2024,Spa-Francorchamps,110.4785,0.3125,1.9721
1150,ALB,Williams,10.0,12.0,Finished,1.313999999999993,11.0,2024,Spa-Francorchamps,109.978,-0.2890000000000015,-0.03506666666666721
1151,GAS,Alpine,12.0,13.0,Finished,1.475999999999999,12.0,2024,Spa-Francorchamps,110.10300000000001,0.5270000000000152,0.41660000000000935
1152,MAG,Haas F1 Team,17.0,14.0,Finished,3.340999999999994,17.0,2024,Spa-Francorchamps,110.663,-0.031999999999996476,1.7804500000000059
1153,BOT,Kick Sauber,14.0,15.0,Finished,1.6049999999999898,14.0,2024,Spa-Francorchamps,110.956,-0.00549999999999784,1.6549212121212125
1154,TSU,RB,20.0,16.0,Finished,3.4339999999999975,18.0,2024,Spa-Francorchamps,111.6185,1.667500000000004,1.335845454545454
1155,SAR,Williams,18.0,17.0,Finished,4.070999999999998,19.0,2024,Spa-Francorchamps,110.267,0.2890000000000015,0.17635000000001017
1156,HUL,Haas F1 Team,16.0,18.0,Finished,3.149000000000001,16.0,2024,Spa-Francorchamps,110.695,0.031999999999996476,1.8484848484848506
1157,ZHO,Kick Sauber,19.0,19.0,Retired,4.616,20.0,2024,Spa-Francorchamps,110.9615,0.00549999999999784,1.6307333333333356
1158,RUS,Mercedes,6.0,20.0,Disqualified,1.0249999999999915,7.0,2024,Spa-Francorchamps,110.235,0.2950000000000017,0.15555454545454792
1159,NOR,McLaren,1.0,1.0,Finished,0.0,1.0,2024,Zandvoort,75.634,-0.5395000000000039,1.1734987974987983
1160,VER,Red Bull Racing,2.0,2.0,Finished,0.35599999999999454,2.0,2024,Zandvoort,75.765,-0.8559999999999945,0.9998875000000016
1161,LEC,Ferrari,6.0,3.0,Finished,0.9089999999999918,6.0,2024,Zandvoort,76.581,2.8900000000000006,1.8730178571428584
1162,PIA,McLaren,3.0,4.0,Finished,0.4989999999999952,3.0,2024,Zandvoort,76.1735,0.5395000000000039,0.6372529375386494
1163,SAI,Ferrari,10.0,5.0,Finished,1.2409999999999997,10.0,2024,Zandvoort,73.691,-2.8900000000000006,
1164,PER,Red Bull Racing,5.0,6.0,Finished,0.742999999999995,5.0,2024,Zandvoort,76.621,0.8559999999999945,2.4399201680672298
1165,RUS,Mercedes,4.0,7.0,Finished,0.570999999999998,4.0,2024,Zandvoort,75.7595,-0.19350000000000023,1.2868566433566448
1166,HAM,Mercedes,14.0,8.0,Finished,1.2749999999999915,11.0,2024,Zandvoort,75.953,0.19350000000000023,-0.06476571428570725
1167,GAS,Alpine,9.0,9.0,Lapped,1.304000000000002,9.0,2024,Zandvoort,77.046,-0.06849999999998602,0.13259722222222337
1168,ALO,Aston Martin,7.0,10.0,Lapped,0.9599999999999937,7.0,2024,Zandvoort,76.7305,0.0975000000000108,0.7810628117913863
1169,HUL,Haas F1 Team,12.0,11.0,Lapped,1.5420000000000016,13.0,2024,Zandvoort,88.34,11.230000000000004,
1170,RIC,RB,13.0,12.0,Lapped,2.269999999999996,15.0,2024,Zandvoort,77.0515,0.32850000000000534,-0.15366439909296825
1171,STR,Aston Martin,8.0,13.0,Lapped,1.1839999999999975,8.0,2024,Zandvoort,76.633,-0.0975000000000108,-0.3714875180375165
1172,ALB,Williams,19.0,14.0,Lapped,0.980000000000004,10.0,2024,Zandvoort,76.247,-0.6385000000000076,0.9368112244897928
1173,OCO,Alpine,15.0,15.0,Lapped,2.3220000000000027,16.0,2024,Zandvoort,77.11449999999999,0.06849999999998602,-0.043401098901097064
1174,SAR,Williams,18.0,16.0,Lapped,,20.0,2024,Zandvoort,76.88550000000001,0.6385000000000076,2.8257870129870173
1175,TSU,RB,11.0,17.0,Lapped,1.2819999999999965,12.0,2024,Zandvoort,76.723,-0.32850000000000534,0.2583016923076966
1176,MAG,Haas F1 Team,20.0,18.0,Lapped,1.6219999999999999,14.0,2024,Zandvoort,77.11,-11.230000000000004,0.48542200435730404
1177,BOT,Kick Sauber,16.0,19.0,Lapped,2.4950000000000045,17.0,2024,Zandvoort,77.5355,-1.028499999999994,0.2351913912174815
1178,ZHO,Kick Sauber,17.0,20.0,Lapped,3.587999999999994,18.0,2024,Zandvoort,78.564,1.028499999999994,1.1526064102564104
1179,LEC,Ferrari,4.0,1.0,Finished,0.13400000000000034,4.0,2024,Monza,85.136,-0.4140000000000015,1.955489510489511
1180,PIA,McLaren,2.0,2.0,Finished,0.10900000000000887,2.0,2024,Monza,85.31899999999999,-0.17000000000001592,0.09015757575758167
1181,NOR,McLaren,1.0,3.0,Finished,0.0,1.0,2024,Monza,85.489,0.17000000000001592,1.8141608391608415
1182,SAI,Ferrari,5.0,4.0,Finished,0.14000000000000057,5.0,2024,Monza,85.55,0.4140000000000015,0.24683809523809605
1183,HAM,Mercedes,6.0,5.0,Finished,0.18600000000000705,6.0,2024,Monza,85.424,-0.1354999999999933,2.3049230769230773
1184,VER,Red Bull Racing,7.0,6.0,Finished,0.6950000000000074,7.0,2024,Monza,85.459,0.554000000000002,1.5670219780219772
1185,RUS,Mercedes,3.0,7.0,Finished,0.11299999999999955,3.0,2024,Monza,85.5595,0.1354999999999933,-0.18337142857142952
1186,PER,Red Bull Racing,8.0,8.0,Finished,0.7349999999999994,8.0,2024,Monza,84.905,-0.554000000000002,4.98002857142857
1187,ALB,Williams,9.0,9.0,Finished,0.9720000000000084,9.0,2024,Monza,85.747,0.6799999999999926,1.5536132203389805
1188,MAG,Haas F1 Team,13.0,10.0,Finished,1.3709999999999951,13.0,2024,Monza,82.775,-3.096999999999994,
1189,ALO,Aston Martin,11.0,11.0,Finished,1.0940000000000083,11.0,2024,Monza,85.941,0.017499999999998295,-0.5175666666666623
1190,COL,Williams,18.0,12.0,Finished,1.7340000000000089,18.0,2024,Monza,85.06700000000001,-0.6799999999999926,8.732954285714289
1191,RIC,RB,12.0,13.0,Finished,1.152000000000001,12.0,2024,Monza,85.933,-0.42099999999999227,0.42191428571428186
1192,OCO,Alpine,15.0,14.0,Lapped,1.4390000000000072,15.0,2024,Monza,82.776,-19.74300000000001,
1193,GAS,Alpine,14.0,15.0,Lapped,1.4110000000000014,14.0,2024,Monza,102.519,19.74300000000001,3.5370936507936626
1194,BOT,Kick Sauber,19.0,16.0,Lapped,1.774000000000001,19.0,2024,Monza,86.621,-1.1825000000000045,0.4092383838383858
1195,HUL,Haas F1 Team,10.0,17.0,Lapped,1.0120000000000005,10.0,2024,Monza,85.872,3.096999999999994,0.15210714285714586
1196,ZHO,Kick Sauber,20.0,18.0,Lapped,2.117999999999995,20.0,2024,Monza,87.8035,1.1825000000000045,0.42376638655462573
1197,STR,Aston Martin,17.0,19.0,Lapped,1.686000000000007,17.0,2024,Monza,85.9235,-0.017499999999998295,-0.4496090909090911
1198,TSU,RB,16.0,20.0,Retired,1.617999999999995,16.0,2024,Monza,86.354,0.42099999999999227,8.882799999999994
1199,PIA,McLaren,2.0,1.0,Finished,0.32100000000001216,2.0,2024,Baku,109.3775,0.10450000000000159,0.02601724137930807
1200,LEC,Ferrari,1.0,2.0,Finished,0.0,1.0,2024,Baku,106.2105,-2.880499999999998,
1201,RUS,Mercedes,5.0,3.0,Finished,0.5090000000000003,5.0,2024,Baku,108.1165,3.1225000000000023,0.11302083333333103
1202,NOR,McLaren,15.0,4.0,Finished,2.2439999999999998,16.0,2024,Baku,109.273,-0.10450000000000159,0.28860000000000285
1203,VER,Red Bull Racing,6.0,5.0,Finished,0.6580000000000013,6.0,2024,Baku,110.27,1.1354999999999933,0.0223559322033873
1204,ALO,Aston Martin,7.0,6.0,Finished,1.0040000000000049,8.0,2024,Baku,111.533,1.5564999999999998,-0.01598728813559558
1205,ALB,Williams,9.0,7.0,Finished,1.4939999999999998,10.0,2024,Baku,109.9145,-0.8689999999999998,-0.27203448275861736
1206,COL,Williams,8.0,8.0,Finished,1.1650000000000063,9.0,2024,Baku,110.7835,0.8689999999999998,0.530293103448275
1207,HAM,Mercedes,19.0,9.0,Finished,0.9240000000000066,7.0,2024,Baku,104.994,-3.1225000000000023,
1208,BEA,Haas F1 Team,10.0,10.0,Finished,1.6030000000000086,11.0,2024,Baku,110.225,-0.8590000000000089,0.02100624999999919
1209,HUL,Haas F1 Team,12.0,11.0,Finished,1.8260000000000076,13.0,2024,Baku,111.084,0.8590000000000089,2.203656351791531
1210,GAS,Alpine,18.0,12.0,Finished,1.8140000000000072,15.0,2024,Baku,110.189,0.3569999999999993,4.998350000000001
1211,RIC,RB,14.0,13.0,Finished,2.182000000000002,15.0,2024,Baku,111.034,0.4550000000000125,0.25138810641627735
1212,ZHO,Kick Sauber,17.0,14.0,Finished,2.8810000000000002,18.0,2024,Baku,108.947,-1.8400000000000034,-3.333034624697332
1213,OCO,Alpine,20.0,15.0,Lapped,3.13900000000001,19.0,2024,Baku,109.832,-0.3569999999999993,-0.9494411764705765
1214,BOT,Kick Sauber,16.0,16.0,Lapped,2.253,17.0,2024,Baku,110.787,1.8400000000000034,0.29235804814078425
1215,PER,Red Bull Racing,4.0,17.0,Retired,0.4480000000000075,4.0,2024,Baku,109.1345,-1.1354999999999933,0.2221610169491505
1216,SAI,Ferrari,3.0,18.0,Retired,0.44000000000001194,3.0,2024,Baku,109.091,2.880499999999998,1.3835423728813554
1217,STR,Aston Martin,13.0,19.0,Retired,2.0390000000000015,14.0,2024,Baku,109.9765,-1.5564999999999998,5.035499999999995
1218,TSU,RB,11.0,20.0,Retired,1.6700000000000017,12.0,2024,Baku,110.579,-0.4550000000000125,-0.19833020344287805
1219,NOR,McLaren,1.0,1.0,Finished,0.0,1.0,2024,Marina Bay,97.022,-0.36999999999999034,0.3516142857142818
1220,VER,Red Bull Racing,2.0,2.0,Finished,0.20299999999998875,2.0,2024,Marina Bay,97.215,-1.1409999999999911,0.26199999999999857
1221,PIA,McLaren,5.0,3.0,Finished,0.42799999999999727,5.0,2024,Marina Bay,97.392,0.36999999999999034,4.486628571428572
1222,RUS,Mercedes,4.0,4.0,Finished,0.34199999999999875,4.0,2024,Marina Bay,97.724,0.6570000000000107,1.2865942028985498
1223,LEC,Ferrari,9.0,5.0,Finished,0.2219999999999942,9.0,2024,Marina Bay,97.221,-0.5724999999999909,0.1965571428571445
1224,HAM,Mercedes,3.0,6.0,Finished,0.3159999999999883,3.0,2024,Marina Bay,97.067,-0.6570000000000107,0.5028999999999998
1225,SAI,Ferrari,10.0,7.0,Finished,0.5829999999999984,10.0,2024,Marina Bay,97.7935,0.5724999999999909,0.09012876712328846
1226,ALO,Aston Martin,7.0,8.0,Lapped,0.688999999999993,7.0,2024,Marina Bay,98.1505,4.384999999999991,-3.6630094594594595
1227,HUL,Haas F1 Team,6.0,9.0,Lapped,0.5899999999999892,6.0,2024,Marina Bay,98.0275,-0.5494999999999948,0.01945945945946778
1228,PER,Red Bull Racing,13.0,10.0,Lapped,1.0539999999999878,13.0,2024,Marina Bay,98.356,1.1409999999999911,-0.3786891891891904
1229,COL,Williams,12.0,11.0,Lapped,0.9559999999999889,12.0,2024,Marina Bay,97.424,-0.12999999999999545,-0.057620779220773126
1230,TSU,RB,8.0,12.0,Lapped,0.8289999999999935,8.0,2024,Marina Bay,98.54050000000001,-0.35249999999999204,0.8485462249614751
1231,OCO,Alpine,15.0,13.0,Lapped,1.2439999999999998,15.0,2024,Marina Bay,98.012,0.7819999999999965,0.32069047619047936
1232,STR,Aston Martin,17.0,14.0,Lapped,1.5689999999999884,17.0,2024,Marina Bay,93.7655,-4.384999999999991,-0.030750000000003393
1233,ZHO,Kick Sauber,20.0,15.0,Lapped,2.5289999999999964,20.0,2024,Marina Bay,98.5955,-0.7685000000000031,-0.7871085714285797
1234,BOT,Kick Sauber,19.0,16.0,Lapped,2.046999999999997,19.0,2024,Marina Bay,99.364,0.7685000000000031,0.7024555555555598
1235,GAS,Alpine,18.0,17.0,Lapped,1.786999999999992,18.0,2024,Marina Bay,97.23,-0.7819999999999965,0.19802857142856914
1236,RIC,RB,16.0,18.0,Lapped,1.559999999999988,16.0,2024,Marina Bay,98.893,0.35249999999999204,0.19630919765166002
1237,MAG,Haas F1 Team,14.0,19.0,Retired,1.1280000000000001,14.0,2024,Marina Bay,98.577,0.5494999999999948,-0.011400000000005931
1238,ALB,Williams,11.0,20.0,Retired,0.9489999999999981,11.0,2024,Marina Bay,97.554,0.12999999999999545,-0.17510000000000644
1239,LEC,Ferrari,4.0,1.0,Finished,0.4099999999999966,4.0,2024,Austin,,,
1240,SAI,Ferrari,3.0,2.0,Finished,0.32200000000000273,3.0,2024,Austin,,,
1241,VER,Red Bull Racing,2.0,3.0,Finished,0.03100000000000591,2.0,2024,Austin,,,
1242,NOR,McLaren,1.0,4.0,Finished,0.0,1.0,2024,Austin,,,
1243,PIA,McLaren,5.0,5.0,Finished,0.6200000000000045,5.0,2024,Austin,,,
1244,RUS,Mercedes,20.0,6.0,Finished,0.6440000000000055,6.0,2024,Austin,,,
1245,PER,Red Bull Racing,9.0,7.0,Finished,0.6899999999999977,10.0,2024,Austin,,,
1246,HUL,Haas F1 Team,11.0,8.0,Finished,1.2139999999999986,12.0,2024,Austin,,,
1247,LAW,RB,19.0,9.0,Finished,1.0090000000000003,15.0,2024,Austin,,,
1248,COL,Williams,15.0,10.0,Finished,1.7319999999999993,17.0,2024,Austin,,,
1249,MAG,Haas F1 Team,8.0,11.0,Finished,1.1509999999999962,9.0,2024,Austin,,,
1250,GAS,Alpine,6.0,12.0,Finished,0.6880000000000024,7.0,2024,Austin,,,
1251,ALO,Aston Martin,7.0,13.0,Lapped,0.9789999999999992,8.0,2024,Austin,,,
1252,TSU,RB,10.0,14.0,Lapped,1.176000000000002,11.0,2024,Austin,,,
1253,STR,Aston Martin,13.0,15.0,Lapped,1.429000000000002,14.0,2024,Austin,,,
1254,ALB,Williams,14.0,16.0,Lapped,1.7210000000000036,16.0,2024,Austin,,,
1255,BOT,Kick Sauber,16.0,17.0,Lapped,1.8220000000000027,18.0,2024,Austin,,,
1256,OCO,Alpine,12.0,18.0,Lapped,1.266999999999996,13.0,2024,Austin,,,
1257,ZHO,Kick Sauber,18.0,19.0,Lapped,1.8979999999999961,20.0,2024,Austin,,,
1258,HAM,Mercedes,17.0,20.0,Retired,1.823999999999998,19.0,2024,Austin,,,
1259,SAI,Ferrari,1.0,1.0,Finished,0.0,1.0,2024,Mexico City,81.694,0.14400000000000546,-0.027387878787877646
1260,NOR,McLaren,3.0,2.0,Finished,0.31400000000000716,3.0,2024,Mexico City,81.957,0.04399999999999693,1.1479657142857107
1261,LEC,Ferrari,4.0,3.0,Finished,0.3190000000000026,4.0,2024,Mexico City,81.55,-0.14400000000000546,0.22046428571428392
1262,HAM,Mercedes,6.0,4.0,Finished,0.7049999999999983,6.0,2024,Mexico City,81.962,-28.110500000000002,0.17760714285714502
1263,RUS,Mercedes,5.0,5.0,Finished,0.4099999999999966,5.0,2024,Mexico City,110.0725,28.110500000000002,
1264,VER,Red Bull Racing,2.0,6.0,Finished,0.22500000000000853,2.0,2024,Mexico City,,,
1265,MAG,Haas F1 Team,7.0,7.0,Finished,0.9399999999999977,7.0,2024,Mexico City,82.667,-0.03149999999999409,-0.09012424242424215
1266,PIA,McLaren,17.0,8.0,Finished,1.6509999999999962,17.0,2024,Mexico City,81.913,-0.04399999999999693,0.0490952380952336
1267,HUL,Haas F1 Team,10.0,9.0,Lapped,1.418999999999997,10.0,2024,Mexico City,82.6985,0.03149999999999409,0.12401818181818196
1268,GAS,Alpine,8.0,10.0,Lapped,0.945999999999998,8.0,2024,Mexico City,82.51599999999999,0.0589999999999975,0.11584523809523525
1269,STR,Aston Martin,14.0,11.0,Lapped,1.347999999999999,14.0,2024,Mexico City,83.037,-0.5049999999999955,0.08113636363636391
1270,COL,Williams,16.0,12.0,Lapped,1.612000000000009,16.0,2024,Mexico City,82.782,,0.44396428571428087
1271,OCO,Alpine,0.0,13.0,Lapped,1.6710000000000065,19.0,2024,Mexico City,82.457,-0.0589999999999975,0.1059226190476163
1272,BOT,Kick Sauber,15.0,14.0,Lapped,1.8709999999999951,15.0,2024,Mexico City,82.905,-0.15000000000000568,0.18096428571428816
1273,ZHO,Kick Sauber,19.0,15.0,Lapped,2.1260000000000048,20.0,2024,Mexico City,83.055,0.15000000000000568,1.2896179138321986
1274,LAW,RB,12.0,16.0,Lapped,1.2160000000000082,12.0,2024,Mexico City,82.639,0.12999999999999545,0.04589285714285665
1275,PER,Red Bull Racing,18.0,17.0,Lapped,1.6650000000000063,18.0,2024,Mexico City,82.5325,,0.2135000000000022
1276,ALO,Aston Martin,13.0,18.0,Retired,1.2220000000000084,13.0,2024,Mexico City,83.542,0.5049999999999955,1.216075000000001
1277,ALB,Williams,9.0,19.0,Retired,1.1189999999999998,9.0,2024,Mexico City,,,
1278,TSU,RB,11.0,20.0,Retired,1.183000000000007,11.0,2024,Mexico City,82.509,-0.12999999999999545,0.09047023809523562
1279,VER,Red Bull Racing,17.0,1.0,Finished,4.366,12.0,2024,São Paulo,,,
1280,OCO,Alpine,4.0,2.0,Finished,1.0699999999999932,4.0,2024,São Paulo,,,
1281,GAS,Alpine,13.0,3.0,Finished,6.209000000000003,15.0,2024,São Paulo,,,
1282,RUS,Mercedes,2.0,4.0,Finished,0.17300000000000182,2.0,2024,São Paulo,,,
1283,LEC,Ferrari,6.0,5.0,Finished,1.1200000000000045,6.0,2024,São Paulo,,,
1284,NOR,McLaren,1.0,6.0,Finished,0.0,1.0,2024,São Paulo,,,
1285,TSU,RB,3.0,7.0,Finished,0.7060000000000031,3.0,2024,São Paulo,,,
1286,PIA,McLaren,8.0,8.0,Finished,1.281000000000006,8.0,2024,São Paulo,,,
1287,LAW,RB,5.0,9.0,Finished,1.0789999999999935,5.0,2024,São Paulo,,,
1288,HAM,Mercedes,14.0,10.0,Finished,7.7450000000000045,16.0,2024,São Paulo,,,
1289,PER,Red Bull Racing,12.0,11.0,Finished,4.753,13.0,2024,São Paulo,,,
1290,BEA,Haas F1 Team,15.0,12.0,Finished,7.823999999999998,17.0,2024,São Paulo,,,
1291,BOT,Kick Sauber,11.0,13.0,Finished,3.066999999999993,11.0,2024,São Paulo,,,
1292,ALO,Aston Martin,9.0,14.0,Finished,5.5930000000000035,9.0,2024,São Paulo,,,
1293,ZHO,Kick Sauber,19.0,15.0,Finished,8.858000000000004,20.0,2024,São Paulo,,,
1294,SAI,Ferrari,20.0,16.0,Retired,6.001000000000005,14.0,2024,São Paulo,,,
1295,COL,Williams,16.0,17.0,Retired,7.864999999999995,18.0,2024,São Paulo,,,
1296,ALB,Williams,7.0,18.0,Did not start,1.2519999999999953,7.0,2024,São Paulo,,,
1297,STR,Aston Martin,10.0,19.0,Did not start,2.929000000000002,10.0,2024,São Paulo,,,
1298,HUL,Haas F1 Team,18.0,20.0,Disqualified,8.218000000000004,19.0,2024,São Paulo,,,
1299,RUS,Mercedes,1.0,1.0,Finished,0.0,1.0,2024,Las Vegas,99.429,0.04099999999999682,2.0778860828488384
1300,HAM,Mercedes,10.0,2.0,Finished,15.793999999999997,10.0,2024,Las Vegas,99.388,-0.04099999999999682,3.0446533905579383
1301,SAI,Ferrari,2.0,3.0,Finished,0.09799999999999898,2.0,2024,Las Vegas,101.3,1.0374999999999943,0.13569520631918122
1302,LEC,Ferrari,4.0,4.0,Finished,0.47100000000000364,4.0,2024,Las Vegas,100.2625,-1.0374999999999943,1.8964332964631117
1303,VER,Red Bull Racing,5.0,5.0,Finished,0.48499999999999943,5.0,2024,Las Vegas,99.524,0.6610000000000014,1.4826082175925943
1304,NOR,McLaren,6.0,6.0,Finished,0.695999999999998,6.0,2024,Las Vegas,100.005,1.3519999999999897,1.6231142118863062
1305,PIA,McLaren,8.0,7.0,Finished,0.7210000000000036,8.0,2024,Las Vegas,98.653,-1.3519999999999897,1.2630449424185544
1306,HUL,Haas F1 Team,9.0,8.0,Finished,0.75,9.0,2024,Las Vegas,99.5635,-0.4435000000000002,2.344835648148148
1307,TSU,RB,7.0,9.0,Finished,0.7169999999999987,7.0,2024,Las Vegas,99.015,-1.1670000000000016,3.0057510729613703
1308,PER,Red Bull Racing,15.0,10.0,Finished,1.8430000000000035,16.0,2024,Las Vegas,98.863,-0.6610000000000014,-0.16237500000000063
1309,ALO,Aston Martin,16.0,11.0,Finished,1.945999999999998,17.0,2024,Las Vegas,102.2,1.6210000000000093,2.6677276119403066
1310,MAG,Haas F1 Team,12.0,12.0,Finished,0.9849999999999994,12.0,2024,Las Vegas,100.007,0.4435000000000002,
1311,ZHO,Kick Sauber,13.0,13.0,Finished,1.2540000000000049,13.0,2024,Las Vegas,101.74199999999999,1.7589999999999861,2.42750946015072
1312,COL,Williams,20.0,14.0,Finished,1.4369999999999976,14.0,2024,Las Vegas,101.446,1.816999999999993,0.627504891103731
1313,STR,Aston Martin,18.0,15.0,Finished,2.171999999999997,20.0,2024,Las Vegas,100.579,-1.6210000000000093,-0.6982504761904699
1314,LAW,RB,14.0,16.0,Finished,1.9450000000000074,15.0,2024,Las Vegas,100.182,1.1670000000000016,1.4060517473942364
1315,OCO,Alpine,11.0,17.0,Lapped,0.909000000000006,11.0,2024,Las Vegas,100.266,-0.5069999999999908,0.1255602914527351
1316,BOT,Kick Sauber,19.0,18.0,Lapped,2.118000000000009,19.0,2024,Las Vegas,99.983,-1.7589999999999861,2.7072609822587137
1317,ALB,Williams,17.0,19.0,Retired,2.1129999999999995,18.0,2024,Las Vegas,99.629,-1.816999999999993,
1318,GAS,Alpine,3.0,20.0,Retired,0.35200000000000387,3.0,2024,Las Vegas,100.773,0.5069999999999908,0.2673446031746085
1319,VER,Red Bull Racing,2.0,1.0,Finished,0.0,1.0,2024,Lusail,,,
1320,LEC,Ferrari,5.0,2.0,Finished,0.33200000000000784,5.0,2024,Lusail,,,
1321,PIA,McLaren,4.0,3.0,Finished,0.3089999999999975,4.0,2024,Lusail,,,
1322,RUS,Mercedes,1.0,4.0,Finished,0.05500000000000682,2.0,2024,Lusail,,,
1323,GAS,Alpine,11.0,5.0,Finished,0.9170000000000016,11.0,2024,Lusail,,,
1324,SAI,Ferrari,7.0,6.0,Finished,0.5210000000000008,7.0,2024,Lusail,,,
1325,ALO,Aston Martin,8.0,7.0,Finished,0.7310000000000088,8.0,2024,Lusail,,,
1326,ZHO,Kick Sauber,12.0,8.0,Finished,0.9810000000000088,12.0,2024,Lusail,,,
1327,MAG,Haas F1 Team,10.0,9.0,Finished,0.980000000000004,10.0,2024,Lusail,,,
1328,NOR,McLaren,3.0,10.0,Finished,0.25200000000000955,3.0,2024,Lusail,,,
1329,BOT,Kick Sauber,13.0,11.0,Finished,1.2109999999999985,13.0,2024,Lusail,,,
1330,HAM,Mercedes,6.0,12.0,Finished,0.49099999999999966,6.0,2024,Lusail,,,
1331,TSU,RB,14.0,13.0,Finished,1.2510000000000048,14.0,2024,Lusail,,,
1332,LAW,RB,17.0,14.0,Finished,1.8910000000000053,17.0,2024,Lusail,,,
1333,ALB,Williams,16.0,15.0,Lapped,1.8700000000000045,16.0,2024,Lusail,,,
1334,HUL,Haas F1 Team,18.0,16.0,Retired,1.921999999999997,18.0,2024,Lusail,,,
1335,PER,Red Bull Racing,9.0,17.0,Retired,0.9050000000000011,9.0,2024,Lusail,,,
1336,STR,Aston Martin,15.0,18.0,Retired,1.3910000000000053,15.0,2024,Lusail,,,
1337,COL,Williams,19.0,19.0,Retired,2.073999999999998,19.0,2024,Lusail,,,
1338,OCO,Alpine,20.0,20.0,Retired,2.1940000000000026,20.0,2024,Lusail,,,
1339,NOR,McLaren,1.0,1.0,Finished,0.0,1.0,2024,Yas Island,89.7355,0.5150000000000006,-2.7748541666666675
1340,SAI,Ferrari,3.0,2.0,Finished,0.2289999999999992,3.0,2024,Yas Island,89.8785,-0.20749999999999602,1.5196470196470229
1341,LEC,Ferrari,19.0,3.0,Finished,1.2379999999999995,14.0,2024,Yas Island,90.086,0.20749999999999602,1.2236302564102575
1342,HAM,Mercedes,16.0,4.0,Finished,1.2920000000000016,18.0,2024,Yas Island,89.555,-0.3574999999999875,5.883419691119686
1343,RUS,Mercedes,6.0,5.0,Finished,0.5370000000000061,7.0,2024,Yas Island,89.9125,0.3574999999999875,1.688428847408301
1344,VER,Red Bull Racing,4.0,6.0,Finished,0.3499999999999943,5.0,2024,Yas Island,89.746,-0.12400000000000944,1.8240489510489508
1345,GAS,Alpine,5.0,7.0,Finished,0.3889999999999958,6.0,2024,Yas Island,90.27799999999999,-0.1880000000000024,2.3219757575757565
