,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
990,7375.873,BEA,87,85.049,41.0,2.0,,,30.227,17.895,36.927,7321.083,7338.978,7375.905,266.0,292.0,292.0,280.0,False,HARD,23.0,True,Haas F1 Team,7290.824,2026-03-08 05:02:37.447,1,7.0,False,,False,True
991,7460.376,BEA,87,84.503,42.0,2.0,,,29.878,17.797,36.828,7405.783,7423.58,7460.408,266.0,293.0,295.0,287.0,False,HARD,24.0,True,Haas F1 Team,7375.873,2026-03-08 05:04:02.496,1,7.0,False,,False,True
992,7544.925,BEA,87,84.549,43.0,2.0,,,29.93,17.826,36.793,7490.338,7508.164,7544.957,266.0,293.0,294.0,292.0,False,HARD,25.0,True,Haas F1 Team,7460.376,2026-03-08 05:05:26.999,1,7.0,False,,False,True
993,7629.537,BEA,87,84.612,44.0,2.0,,,29.765,17.929,36.918,7574.722,7592.651,7629.569,267.0,291.0,295.0,289.0,False,HARD,26.0,True,Haas F1 Team,7544.925,2026-03-08 05:06:51.548,1,7.0,False,,False,True
994,7713.667,BEA,87,84.13,45.0,2.0,,,29.72,17.84,36.57,7659.289,7677.129,7713.699,266.0,290.0,293.0,292.0,False,HARD,27.0,True,Haas F1 Team,7629.537,2026-03-08 05:08:16.160,1,7.0,False,,False,True
995,7798.217,BEA,87,84.55,46.0,2.0,,,29.882,17.845,36.823,7743.581,7761.426,7798.249,266.0,290.0,294.0,291.0,False,HARD,28.0,True,Haas F1 Team,7713.667,2026-03-08 05:09:40.290,1,7.0,False,,False,True
996,7882.977,BEA,87,84.76,47.0,2.0,,,30.001,17.883,36.876,7828.25,7846.133,7883.009,264.0,290.0,292.0,291.0,False,HARD,29.0,True,Haas F1 Team,7798.217,2026-03-08 05:11:04.840,1,7.0,False,,False,True
997,7967.381,BEA,87,84.404,48.0,2.0,,,29.64,17.866,36.898,7912.649,7930.515,7967.413,271.0,291.0,294.0,287.0,False,HARD,30.0,True,Haas F1 Team,7882.977,2026-03-08 05:12:29.600,1,7.0,False,,False,True
998,8051.662,BEA,87,84.281,49.0,2.0,,,29.732,17.826,36.723,7997.145,8014.971,8051.694,267.0,290.0,294.0,286.0,False,HARD,31.0,True,Haas F1 Team,7967.381,2026-03-08 05:13:54.004,1,7.0,False,,False,True
999,8136.129,BEA,87,84.467,50.0,2.0,,,29.811,17.831,36.825,8081.505,8099.336,8136.161,268.0,290.0,295.0,289.0,False,HARD,32.0,True,Haas F1 Team,8051.662,2026-03-08 05:15:18.285,1,7.0,False,,False,True
1000,8220.362,BEA,87,84.233,51.0,2.0,,,29.84,17.83,36.563,8166.001,8183.831,8220.394,265.0,291.0,295.0,289.0,False,HARD,33.0,True,Haas F1 Team,8136.129,2026-03-08 05:16:42.752,1,7.0,False,,False,True
1001,8304.626,BEA,87,84.264,52.0,2.0,,,29.794,17.777,36.693,8250.188,8267.965,8304.658,268.0,290.0,295.0,290.0,False,HARD,34.0,True,Haas F1 Team,8220.362,2026-03-08 05:18:06.985,1,7.0,False,,False,True
1002,8389.241,BEA,87,84.615,53.0,2.0,,,29.699,17.937,36.979,8334.357,8352.294,8389.273,272.0,290.0,294.0,289.0,False,HARD,35.0,True,Haas F1 Team,8304.626,2026-03-08 05:19:31.249,1,7.0,False,,False,True
1003,8473.851,BEA,87,84.61,54.0,2.0,,,29.965,17.876,36.769,8419.238,8437.114,8473.883,268.0,291.0,298.0,288.0,False,HARD,36.0,True,Haas F1 Team,8389.241,2026-03-08 05:20:55.864,1,7.0,False,,False,True
1004,8558.351,BEA,87,84.5,55.0,2.0,,,29.725,17.93,36.845,8503.608,8521.538,8558.383,268.0,291.0,298.0,292.0,False,HARD,37.0,True,Haas F1 Team,8473.851,2026-03-08 05:22:20.474,1,7.0,False,,False,True
1005,8644.79,BEA,87,86.439,56.0,2.0,,,29.768,17.858,38.813,8588.151,8606.009,8644.822,269.0,292.0,300.0,294.0,False,HARD,38.0,True,Haas F1 Team,8558.351,2026-03-08 05:23:44.974,1,7.0,False,,False,True
1006,8731.439,BEA,87,86.649,57.0,2.0,,,30.005,17.905,38.739,8674.827,8692.732,8731.471,269.0,293.0,299.0,291.0,False,HARD,39.0,True,Haas F1 Team,8644.79,2026-03-08 05:25:11.413,1,7.0,False,,False,True
